#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
       28762     1.63716     1.62023 0.000556755
       28763     1.63396     1.62023 0.000556736
       28764     1.63072     1.62023 0.000556717
       28765     1.62744     1.62023 0.000556697
       28766     1.62416     1.62023 0.000556678
       28767     1.62087     1.62023 0.000556659
       28768      1.6176     1.62023 0.000556639
       28769     1.61433     1.62023  0.00055662
       28770      1.6111     1.62023 0.000556601
       28771     1.60789     1.62023 0.000556581
       28772     1.60471     1.62023 0.000556562
       28773     1.60157     1.62023 0.000556543
       28774     1.59847     1.62023 0.000556525
       28775     1.59541     1.62023 0.000556506
       28776     1.59239     1.62023 0.000556487
       28777     1.58941     1.62023 0.000556469
       28778     1.58647     1.62023 0.000556451
       28779     1.58356     1.62022 0.000556433
       28780      1.5807     1.62022 0.000556415
       28781     1.57789     1.62022 0.000556398
       28782     1.57512     1.62022 0.000556381
       28783     1.57239     1.62022 0.000556364
       28784     1.56972     1.62022 0.000556348
       28785     1.56711     1.62021 0.000556331
       28786     1.56457     1.62021 0.000556315
       28787      1.5621     1.62021   0.0005563
       28788     1.55971     1.62021 0.000556284
       28789      1.5574     1.62021 0.000556269
       28790      1.5552      1.6202 0.000556255
       28791     1.55311      1.6202  0.00055624
       28792     1.55115      1.6202 0.000556226
       28793     1.54931      1.6202 0.000556212
       28794     1.54762     1.62019 0.000556198
       28795     1.54608     1.62019 0.000556185
       28796      1.5447     1.62019 0.000556172
       28797     1.54348     1.62019 0.000556159
       28798     1.54244     1.62018 0.000556146
       28799     1.54157     1.62018 0.000556134
       28800     1.54088     1.62018 0.000556121
       28801     1.54036     1.62018 0.000556109
       28802     1.54001     1.62017 0.000556096
       28803     1.53982     1.62017 0.000556084
       28804     1.53978     1.62017 0.000556072
       28805     1.53989     1.62016 0.000556059
       28806     1.54012     1.62016 0.000556047
       28807     1.54046     1.62016 0.000556035
       28808      1.5409     1.62016 0.000556022
       28809      1.5414     1.62015  0.00055601
       28810     1.54197     1.62015 0.000555997
       28811     1.54257     1.62015 0.000555984
       28812     1.54318     1.62015 0.000555971
       28813     1.54379     1.62014 0.000555958
       28814     1.54437     1.62014 0.000555945
       28815      1.5449     1.62014 0.000555932
       28816     1.54538     1.62014 0.000555919
       28817     1.54578     1.62013 0.000555906
       28818     1.54608     1.62013 0.000555892
       28819     1.54628     1.62013 0.000555879
       28820     1.54636     1.62012 0.000555865
       28821     1.54631     1.62012 0.000555852
       28822     1.54613     1.62012 0.000555839
       28823      1.5458     1.62012 0.000555825
       28824     1.54533     1.62011 0.000555812
       28825      1.5447     1.62011 0.000555799
       28826     1.54393     1.62011 0.000555786
       28827     1.54302     1.62011 0.000555773
       28828     1.54196      1.6201  0.00055576
       28829     1.54076      1.6201 0.000555748
       28830     1.53942      1.6201 0.000555736
       28831     1.53797      1.6201 0.000555724
       28832      1.5364     1.62009 0.000555712
       28833     1.53473     1.62009 0.000555701
       28834     1.53297     1.62009  0.00055569
       28835     1.53113     1.62008 0.000555679
       28836     1.52922     1.62008 0.000555669
       28837     1.52726     1.62008 0.000555659
       28838     1.52526     1.62007 0.000555649
       28839     1.52323     1.62007  0.00055564
       28840     1.52119     1.62007 0.000555631
       28841     1.51915     1.62006 0.000555623
       28842     1.51713     1.62006 0.000555615
       28843     1.51514     1.62006 0.000555608
       28844      1.5132     1.62005 0.000555601
       28845     1.51134     1.62005 0.000555595
       28846     1.50956     1.62005 0.000555588
       28847     1.50789     1.62004 0.000555583
       28848     1.50634     1.62004 0.000555578
       28849     1.50495     1.62003 0.000555573
       28850     1.50372     1.62003 0.000555568
       28851     1.50268     1.62003 0.000555564
       28852     1.50186     1.62002 0.000555559
       28853     1.50128     1.62002 0.000555555
       28854     1.50096     1.62001 0.000555552
       28855     1.50093     1.62001 0.000555548
       28856     1.50121        1.62 0.000555544
       28857     1.50182        1.62 0.000555539
       28858     1.50278        1.62 0.000555535
       28859     1.50411     1.61999  0.00055553
       28860     1.50582     1.61999 0.000555525
       28861     1.50793     1.61998 0.000555519
       28862     1.51044     1.61998 0.000555513
       28863     1.51337     1.61998 0.000555506
       28864     1.51672     1.61997 0.000555498
       28865     1.52048     1.61997  0.00055549
       28866     1.52464     1.61997 0.000555481
       28867      1.5292     1.61996  0.00055547
       28868     1.53414     1.61996 0.000555459
       28869     1.53944     1.61996 0.000555447
       28870     1.54508     1.61996 0.000555433
       28871     1.55103     1.61995 0.000555419
       28872     1.55726     1.61995 0.000555404
       28873     1.56374     1.61995 0.000555389
       28874     1.57043     1.61995 0.000555372
       28875      1.5773     1.61995 0.000555355
       28876     1.58429     1.61994 0.000555337
       28877     1.59139     1.61994 0.000555318
       28878     1.59853     1.61994   0.0005553
       28879     1.60569     1.61994 0.000555281
       28880     1.61283     1.61994 0.000555262
       28881      1.6199     1.61994 0.000555242
       28882     1.62687     1.61994 0.000555223
       28883     1.63371     1.61994 0.000555204
       28884     1.64038     1.61994 0.000555185
       28885     1.64685     1.61994 0.000555167
       28886     1.65309     1.61995 0.000555149
       28887     1.65907     1.61995 0.000555131
       28888     1.66476     1.61995 0.000555114
       28889     1.67015     1.61995 0.000555098
       28890     1.67521     1.61995 0.000555082
       28891     1.67993     1.61995 0.000555067
       28892     1.68429     1.61996 0.000555052
       28893     1.68827     1.61996 0.000555038
       28894     1.69188     1.61996 0.000555024
       28895     1.69509     1.61996 0.000555011
       28896     1.69792     1.61997 0.000554998
       28897     1.70035     1.61997 0.000554986
       28898     1.70241     1.61997 0.000554974
       28899     1.70408     1.61997 0.000554963
       28900     1.70539     1.61998 0.000554951
       28901     1.70636     1.61998  0.00055494
       28902     1.70699     1.61998 0.000554929
       28903     1.70732     1.61999 0.000554918
       28904     1.70738     1.61999 0.000554907
       28905     1.70718     1.61999 0.000554896
       28906     1.70676        1.62 0.000554885
       28907     1.70615        1.62 0.000554874
       28908     1.70539        1.62 0.000554862
       28909      1.7045        1.62 0.000554851
       28910     1.70353     1.62001 0.000554839
       28911     1.70249     1.62001 0.000554827
       28912     1.70142     1.62001 0.000554815
       28913     1.70035     1.62002 0.000554803
       28914     1.69929     1.62002 0.000554791
       28915     1.69826     1.62002 0.000554778
       28916     1.69728     1.62002 0.000554765
       28917     1.69635     1.62003 0.000554753
       28918     1.69549     1.62003 0.000554739
       28919      1.6947     1.62003 0.000554726
       28920     1.69397     1.62003 0.000554713
       28921     1.69329     1.62004   0.0005547
       28922     1.69267     1.62004 0.000554686
       28923     1.69208     1.62004 0.000554673
       28924     1.69153     1.62004 0.000554659
       28925     1.69098     1.62005 0.000554645
       28926     1.69044     1.62005 0.000554631
       28927     1.68988     1.62005 0.000554617
       28928     1.68928     1.62005 0.000554603
       28929     1.68864     1.62006 0.000554589
       28930     1.68793     1.62006 0.000554575
       28931     1.68713     1.62006 0.000554561
       28932     1.68625     1.62006 0.000554546
       28933     1.68526     1.62007 0.000554532
       28934     1.68414     1.62007 0.000554517
       28935      1.6829     1.62007 0.000554502
       28936     1.68152     1.62007 0.000554487
       28937     1.67999     1.62007 0.000554472
       28938      1.6783     1.62008 0.000554456
       28939     1.67646     1.62008  0.00055444
       28940     1.67444     1.62008 0.000554424
       28941     1.67225     1.62008 0.000554408
       28942     1.66989     1.62008 0.000554392
       28943     1.66735     1.62009 0.000554375
       28944     1.66463     1.62009 0.000554358
       28945     1.66172     1.62009 0.000554341
       28946     1.65862     1.62009 0.000554323
       28947     1.65534     1.62009 0.000554305
       28948     1.65187     1.62009 0.000554287
       28949      1.6482     1.62009 0.000554269
       28950     1.64434     1.62009  0.00055425
       28951     1.64029     1.62009 0.000554232
       28952     1.63604      1.6201 0.000554213
       28953     1.63159      1.6201 0.000554194
       28954     1.62695      1.6201 0.000554175
       28955     1.62211      1.6201 0.000554156
       28956     1.61708      1.6201 0.000554136
       28957     1.61187      1.6201 0.000554117
       28958     1.60647     1.62009 0.000554098
       28959     1.60088     1.62009  0.00055408
       28960     1.59513     1.62009 0.000554061
       28961     1.58921     1.62009 0.000554043
       28962     1.58314     1.62009 0.000554026
       28963     1.57694     1.62009 0.000554008
       28964     1.57061     1.62009 0.000553992
       28965     1.56418     1.62009 0.000553976
       28966     1.55768     1.62008 0.000553961
       28967     1.55112     1.62008 0.000553947
       28968     1.54453     1.62008 0.000553934
       28969     1.53795     1.62008 0.000553922
       28970      1.5314     1.62007 0.000553912
       28971     1.52493     1.62007 0.000553902
       28972     1.51857     1.62007 0.000553894
       28973     1.51236     1.62006 0.000553888
       28974     1.50635     1.62006 0.000553882
       28975     1.50058     1.62005 0.000553879
       28976      1.4951     1.62005 0.000553876
       28977     1.48995     1.62005 0.000553875
       28978     1.48517     1.62004 0.000553876
       28979     1.48082     1.62004 0.000553878
       28980     1.47695     1.62003  0.00055388
       28981     1.47359     1.62003 0.000553884
       28982     1.47079     1.62002 0.000553889
